(500,500,3) 1.72 125747 0 0 0 0
(500,1500,3) 1.42 74956.8 0 0 0 0
(500,2500,3) 1.24 147046 0 0 0 0
(500,3500,3) 1.88 116736 0 0 0 0
(500,4500,3) 1.49 115098 0 0 0 0
(500,5500,3) 1.5 122470 0 0 0 0
(500,6500,3) 1.79 87244.8 0 0 0 0
(1500,500,3) 1.42 108544 0 0 0 0
(1500,1500,3) 1.25 133939 0 0 0 0
(1500,2500,3) 1.17 88064 0 0 0 0
(1500,3500,3) 1.05 142950 0 0 0 0
(1500,4500,3) 1.46 81510.4 0 0 0 0
(1500,5500,3) 1.88 101990 0 0 0 0
(1500,6500,3) 1.29 145408 0 0 0 0
(2500,500,3) 1.16 95436.8 0 0 0 0
(2500,1500,3) 1.99 127386 0 0 0 0
(2500,2500,3) 1 120013 0 0 0 0
(2500,3500,3) 1.49 83968 0 0 0 0
(2500,4500,3) 1.96 151142 0 0 0 0
(2500,5500,3) 1.63 128205 0 0 0 0
(2500,6500,3) 1.94 146227 0 0 0 0
(3500,500,3) 1.02 133939 0 0 0 0
(3500,1500,3) 1.04 118374 0 0 0 0
(3500,2500,3) 1.35 135578 0 0 0 0
(3500,3500,3) 1.95 125747 0 0 0 0
(3500,4500,3) 1.9 129843 0 0 0 0
(3500,5500,3) 1.27 104448 0 0 0 0
(3500,6500,3) 1.91 110182 0 0 0 0
(4500,500,3) 1.36 92160 0 0 0 0
(4500,1500,3) 1.24 101171 0 0 0 0
(4500,2500,3) 1.77 77414.4 0 0 0 0
(4500,3500,3) 1.71 130662 0 0 0 0
(4500,4500,3) 1.39 150323 0 0 0 0
(4500,5500,3) 1.73 116736 0 0 0 0
(4500,6500,3) 1.72 142950 0 0 0 0
(5500,500,3) 1.47 150323 0 0 0 0
(5500,1500,3) 1.6 110182 0 0 0 0
(5500,2500,3) 1.24 133939 0 0 0 0
(5500,3500,3) 1.91 72499.2 0 0 0 0
(5500,4500,3) 1.12 142950 0 0 0 0
(5500,5500,3) 1.56 120832 0 0 0 0
(5500,6500,3) 1.16 72499.2 0 0 0 0
(6500,500,3) 1.14 115098 0 0 0 0
(6500,1500,3) 1.97 130662 0 0 0 0
(6500,2500,3) 1.57 129843 0 0 0 0
(6500,3500,3) 1.17 74956.8 0 0 0 0
(6500,4500,3) 1.32 88064 0 0 0 0
(6500,5500,3) 1.51 129843 0 0 0 0
(6500,6500,3) 1.92 127386 0 0 0 0
(7500,500,3) 1.71 110182 0 0 0 0
(7500,1500,3) 1.43 125747 0 0 0 0
(7500,2500,3) 1.9 88064 0 0 0 0
(7500,3500,3) 1.86 95436.8 0 0 0 0
(7500,4500,3) 1.19 83148.8 0 0 0 0
(7500,5500,3) 1.67 114278 0 0 0 0
(7500,6500,3) 1.94 99532.8 0 0 0 0
(8500,500,3) 1.12 105267 0 0 0 0
(8500,1500,3) 1.99 117555 0 0 0 0
(8500,2500,3) 1.2 113459 0 0 0 0
(8500,3500,3) 1.18 141312 0 0 0 0
(8500,4500,3) 1.75 119194 0 0 0 0
(8500,5500,3) 1.46 145408 0 0 0 0
(8500,6500,3) 1.2 103629 0 0 0 0
